created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 30 10:28:37 +0000 2023;1741043605853327564;"@Avolanza @WajihaZainb Warga palestine, beliau2 ini dan para pejuang Palestine lainnya memanglah superhero es nyata abad ini. Allahu Akbar ♥️♥️♥️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸 #FreePalestine #savePalestine #boikotprodukisrael #bhbt #julidfiisabilillah https://t.co/D016RZ1PWX";0;0;2;8;in;1451393322359029766;1741021828439838991;Husnu17Khotimah;https://twitter.com/Husnu17Khotimah/status/1741043605853327564
Sat Dec 30 09:23:41 +0000 2023;1741027266560504295;"Bismillah  ⚡Jangan pernah lelah untuk memboikot semua produk Amerika, Israel dan sekutunya.  BOIKOT TERUS SAMPAI KIAMAT!!!  💚 Ustazah Najwa Rizieq Syihab NEW IG https://t.co/WHMbcbic4E  #FreePalestine https://t.co/l06gQQaROI";0;1;4;6;in;1651123026203901952;1741027266560504295;NinzExe07;https://twitter.com/NinzExe07/status/1741027266560504295
Sat Dec 30 08:47:28 +0000 2023;1741018153214497097;"@_ccng Tetap boikot produk yg pro ke Israel🙅🏻";0;1;0;0;in;1497383874741309440;1741016646649876533;Zaadel__;https://twitter.com/Zaadel__/status/1741018153214497097
Sat Dec 30 07:46:07 +0000 2023;1741002714128208163;"Aksi Boikot Produk Israel Sukses, Kerugiannya Bisa Rp 180 T https://t.co/JYmHhq7N2Q";0;2;0;5;in;847372542830444544;1741002714128208163;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1741002714128208163
Sat Dec 30 07:14:48 +0000 2023;1740994831365894304;"Yakin mampu @boikotisraelcom jelas tidak mampu #boikotprodukisrael #boikotisrael #savepalestina https://t.co/pa5QHGXo2s";0;1;0;0;in;1699230979599355904;1740994831365894304;GoSound_Mitch;https://twitter.com/GoSound_Mitch/status/1740994831365894304
Sat Dec 30 06:44:15 +0000 2023;1740987143173148711;"#UMUM :McDonald’s saman gerakan galak boikot produk kaitkan Israel  #McDonaldsMalaysia #failkan #saman #BDS #edisi9 #beritaterkini #MalaysiaMadani  https://t.co/xpXTsz9ezR via @myedisi9";0;0;0;0;in;1224698401058476034;1740987143173148711;myedisi9;https://twitter.com/myedisi9/status/1740987143173148711
Sat Dec 30 06:15:05 +0000 2023;1740979802071556342;"Gabungan NGO anti Israel terima saman daripada McDonald’s isu boikot produk https://t.co/Ar0h3ft0q5 #Negara #BDSMalaysia #kempenboikot #McDonalds #produkIsrael";1;0;1;8;in;822514562;1740979802071556342;kosmo_online;https://twitter.com/kosmo_online/status/1740979802071556342
Sat Dec 30 06:13:31 +0000 2023;1740979406561222728;"Kalian kalau mau boikot ya boikot aja, gag perlu ngancam dll.. apa bedanya sama mereka kalau kalian sok2an dukung palestina tpi ujung2ny nyerang dan ngancam yg katanya pro israel krn jdi ba produk sana 🙄";0;0;0;0;in;1277197688904138752;1740979406561222728;Aya040486;https://twitter.com/Aya040486/status/1740979406561222728
Sat Dec 30 05:53:16 +0000 2023;1740974314072182867;"@pygmyypuffs Kayanya orang-orang masih mentingin keuntungan pribadinya.... dan ngerasa ga ngaruh kalau boikot. Dari oktober udah 3x belanja bulanan, masih banyak yang brli produk unilever, padahal produk lain yang lebih murah, bagus, ga pro israel tuh ada.";0;0;0;0;in;1144782611723591681;1740750765600506241;Kayoungiw;https://twitter.com/Kayoungiw/status/1740974314072182867
Sat Dec 30 05:34:17 +0000 2023;1740969533547143321;"McDonald’s saman gerakan galak boikot produk kaitan Israel  #BHnasional Gerakan yang mempromosikan kempen memboikot perkara atau produk yang dikaitkan dengan Israel memaklumkan McDonald’s Malaysia memfailkan saman terhadapnya  https://t.co/UKkUFVTOOy";2;2;2;7;in;63070483;1740969533547143321;bharianmy;https://twitter.com/bharianmy/status/1740969533547143321
Sat Dec 30 05:18:24 +0000 2023;1740965537608593797;"McDonald's Saman Gerakan Boikot Produk Berkaitan Israel #BeritaSelangor #Semasa #MediaSelangor #SelangorTV #BeritaSelangor https://t.co/ahLLD5cQZN";0;0;0;0;in;275057058;1740965537608593797;Media_Selangor;https://twitter.com/Media_Selangor/status/1740965537608593797
Sat Dec 30 04:56:50 +0000 2023;1740960112469242352;"Peniagaan terjejas, McDonald's Malaysia saman gerakan kempen boikot produk berkaitan Israel  Katanya saman untuk lindungi hak dan kepentingan mereka.  Baca artikel penuh: https://t.co/tbqhF9AKgJ https://t.co/nlvdW4vQPy";0;0;0;0;in;85222152;1740960112469242352;thereportermy;https://twitter.com/thereportermy/status/1740960112469242352
Sat Dec 30 04:54:03 +0000 2023;1740959411018088752;"McDonald's Tuntut Gerakan Boikot Produk Berkait Israel Bayar Ganti Rugi RM6 Juta https://t.co/Gz9nZHXS7W";0;0;0;0;in;2481818051;1740959411018088752;thevocket;https://twitter.com/thevocket/status/1740959411018088752
Sat Dec 30 04:21:00 +0000 2023;1740951090886312194;"Budak budak memang aware pasal israel palestin tapi bukan dia tau mana satu produk kena boikot. Orang tua la yang kena bagitau mana perlu boikot. Tapi ramai je masih ignorant 😞";0;0;0;0;in;1731260459737899008;1740950661586640961;anniii5555;https://twitter.com/anniii5555/status/1740951090886312194
Sat Dec 30 04:05:46 +0000 2023;1740947258596847871;"@rvpurloivj @Partikellirs @ilhampurnama887 Beda boss, meskipun bersuku2 tapi agamanya sama, mayoritas Islam. Klu di Indonesia sudah bersuku2 dn agamanya beda. Di Malaysia soal boikot produk Israel lebik kompak, klu di Indonesia seperti KFC, MD, dll masih ramai. Di Indonesia Yahudi Pesek juga banyak. Jadi beda karakter.";0;2;0;0;in;831681443923271681;1740153388191678797;trikartikatika1;https://twitter.com/trikartikatika1/status/1740947258596847871
Sat Dec 30 03:49:26 +0000 2023;1740943149114265883;"Alasannya pasti “sabun sampo lu noh produk Amerika yg dukung Israel, knp gak lu boikot” “Twitter noh dukung Israel knp gak lu boikot”   Kan tai";0;0;0;0;in;1414797971602894848;1740942857933091253;sadlawstudent01;https://twitter.com/sadlawstudent01/status/1740943149114265883
Sat Dec 30 03:38:05 +0000 2023;1740940291979513860;"@antaranews amerika adalah israel besar dan Israel adalah amerika kecil. Setali tiga uang. Stop propaganda dan promosi mereka lewat produk, media, beragam hiburan dan olahraga serta fasilitas lainnya. Boikot produk pendukung zionis";0;0;0;0;in;1691163361625640961;1740930724210106513;bayazidmo;https://twitter.com/bayazidmo/status/1740940291979513860
Sat Dec 30 03:19:53 +0000 2023;1740935711984173187;"Kalo gerakan boikot produk yg dukung israel aja bs. Harusnya bs dong gerakan #AsalBukanPrabowo juga jalan";0;0;0;0;in;1676420138072162305;1740935711984173187;min__hui18;https://twitter.com/min__hui18/status/1740935711984173187
Sat Dec 30 03:05:37 +0000 2023;1740932122070921479;"@Avolanza dan semangat para mujahid julid fisabilillah ayok masih semangat kan kita? boikot produk Israel ampe kiamat ya abu memang ga byk yg bs aku perbuat tp paling ga Allah tau aku dipihak mana";0;1;0;1;in;1228146888743903233;1740925102060171550;IndahSariCeria1;https://twitter.com/IndahSariCeria1/status/1740932122070921479
Sat Dec 30 02:57:23 +0000 2023;1740930050219032777;"BMF tu bukan ke maksudnya buy muslim first? Bukannya kita kena boikot produk keluaran non-muslim right? Lps tu korang guna alasan ni tak nak boikot produk israel? Bodoh ke bodoh ni?";0;0;0;0;in;1014752252;1740930050219032777;itsnafizmydude;https://twitter.com/itsnafizmydude/status/1740930050219032777
Sat Dec 30 02:03:03 +0000 2023;1740916377874292896;"Danone Aqua sudah jelas produk asing, walaupun sudah memberi donasi tapi tetap terafiliasi dengan Israel, pro zionis wajib boikot https://t.co/r1xWL1Uzzu";0;0;0;0;in;1730588424472870912;1740916377874292896;ShanrioRio;https://twitter.com/ShanrioRio/status/1740916377874292896
Sat Dec 30 01:35:16 +0000 2023;1740909385579479165;"mau nanya, apa dengan ini sekarang kita ngga berhak dan pantas lagi untuk menyeru save palestine, boikot produk zionis dan hancurkan israel?";0;0;0;0;in;1097129951013199873;1740909385579479165;rofiqreach;https://twitter.com/rofiqreach/status/1740909385579479165
Sat Dec 30 01:34:47 +0000 2023;1740909261088309356;"Gak habis pikir, bisa-bisanya ada yang teriak bela kemanusiaan untuk saudara di palestina, ikut boikot produk yang berafliasi dengan israel eh tapi juga memaki dan mengutuk para pengungsi rohingya sampe kena called out sama seorang jurnalis palestina  Kacau kacau";0;1;0;0;in;1412768562142486530;1740909261088309356;marchellodaud;https://twitter.com/marchellodaud/status/1740909261088309356
Sat Dec 30 01:11:02 +0000 2023;1740903287178862846;"So sbb malaysian tak treat rohingyas baik2 sbb tu tak boikot? Akan boikot produk yg support israel kalau malaysian treat rohinyas baik2? Okay.......";0;1;0;0;in;45483760;1740903287178862846;FarehaNordin;https://twitter.com/FarehaNordin/status/1740903287178862846
Sat Dec 30 00:30:00 +0000 2023;1740892958428213360;"Perihal seputar boikot produk yang diduga mendukung Israel terus memanas, bahkan sampai menyeret beberapa idol K-Pop. Contohnya Doyoung (NCT) sebagai BA McDonald's Korea dan Jeon Somi dengan tumbler Starbucks-nya. Mereka dihujat atas promosi yang mereka lakukan. #Kpop #Boikot https://t.co/zShIrqliSV";0;1;0;2;in;1466673559829311488;1740892958428213360;GerakanPis;https://twitter.com/GerakanPis/status/1740892958428213360
Fri Dec 29 21:50:35 +0000 2023;1740852842825691537;"Pabrik tank milik ISRAEL meledak dan terbakar hebat. Semenjak perang dgn tentara pembebasan Palestina, dan serangan Yaman terhadap aktifitas kapal Israel, ditambah boikot produk milik ISRAEL semakin membuat Israel rugi sangat dalam dan sulit utk recovery. https://t.co/hVBWafjqCh";0;0;2;3;in;916024088182669312;1740852842825691537;jandakembang78;https://twitter.com/jandakembang78/status/1740852842825691537
Fri Dec 29 19:31:35 +0000 2023;1740817859218153783;"baca ini keinget thread tentang boikot produk israel yang katanya gak bakal ngaruh, karena siapa kita masyarakat kecil, ga bakal kena dampak ke israel. mending boikot airlanesnya kwkwkwk, buktinya, ngaruh tuh 😋  ternyata tinggi ilmu ga ngejamin tinggi kewarasannya ya";0;0;0;0;in;1420719491768406023;1740817859218153783;chikimwing;https://twitter.com/chikimwing/status/1740817859218153783
Fri Dec 29 19:04:46 +0000 2023;1740811111056933156;"@trinugroho162 @xeroen47 @Rosalia_Ind @Widino Ini ibarat orang2 mau boikot produk Israel  “Alhamdulillah saya udah ga pernah makan McD lg setelah tau mereka support Israel”  Trs ada yg komen “McD aja gak butuh lo, kepedean amat”   Sabarrr, Mas Tri";0;0;0;0;in;2446727592;1740703323806994609;Reswara_;https://twitter.com/Reswara_/status/1740811111056933156
Fri Dec 29 18:33:25 +0000 2023;1740803222787486149;"@trinitym234 @ilhampurnama887 Kalo kondisi alokasi pajak seperti sekarang, yg kamu bilang itu benar. Tapi kalo sudah pajak Mino untuk Mino, lain cerita.  Kenapa boikot produk Israel yg ramai kurang efektif, karena sadar produk yg dibeli pajaknya kenegara untuk rakyat. Pabriknya di Indonesia pekerja Indonesia.";0;0;0;0;in;3030238059;1740691290755580195;aliservistv;https://twitter.com/aliservistv/status/1740803222787486149
Fri Dec 29 17:44:41 +0000 2023;1740790958235722201;"Ya Allah harus gmn ya..... Ini...... Parah banget anjg..... Kayak mau kiamat ini kalo kita ga boikot produk" yg dukung Israel.";0;0;0;0;in;1428028127926575106;1740790956151214561;bulbeechik;https://twitter.com/bulbeechik/status/1740790958235722201
Fri Dec 29 16:43:57 +0000 2023;1740775675353854076;"@kloppy08 @ricardo_bobby Ga usah emosi jika faktanya memang begitu... Di akui atau tidak non Islam akan menilai seperti itu.. anti ribanya muslim Indonesia tidak serius.. seperti boikot produk pendukung Israel tapi tidak mau uninstall sosmed milik pendukung Israel.. unkaffah.. 🤣🤣🤣";0;1;0;3;in;1678166307110522880;1740573773575971267;guszoomadijaya;https://twitter.com/guszoomadijaya/status/1740775675353854076
Fri Dec 29 16:41:25 +0000 2023;1740775037127557380;"@Lembayungsyahdu Terus boikot produk Israel teroris terkutuk. Israel game over. Free free Palestina Free free Palestina Free free Palestina InsyaAllah Aamiin";0;0;0;0;in;1096326880708354048;1740573381274292629;ASihombing4;https://twitter.com/ASihombing4/status/1740775037127557380
Fri Dec 29 14:38:02 +0000 2023;1740743985688465891;"@pinklovely_ty Emang, semua produk yg support Israel emang make strategi gini, mereka rugi miliaran gra gra boikot memboikot ini";0;0;0;0;in;1502916492727267330;1740737810049700023;flawlssssss;https://twitter.com/flawlssssss/status/1740743985688465891
Fri Dec 29 14:30:15 +0000 2023;1740742028210889212;"McD saman BDS  Aku boikot sbb produk makin tak bagus, burger stadium  Lagipun McD (branch negara lain) yang bagi burger dekat tentera Israel";0;0;0;0;in;110322443;1740742028210889212;longbuoy22;https://twitter.com/longbuoy22/status/1740742028210889212
Fri Dec 29 13:46:43 +0000 2023;1740731071229296909;"Sedih tengok orang perlekeh usaha boikot produk yang support israel dan usaha nak sokong Palestin.  Kalau tak boleh menyumbang atau bercakap benda yang baik. Hang diam sudah la kot.  Masa Nabi Ibrahim AS dihumban ke dalam api oleh Raja Namrud, takdaknya burung dok diam";0;1;31;51;in;722627077497696256;1740731071229296909;Ahmad_KanekiKen;https://twitter.com/Ahmad_KanekiKen/status/1740731071229296909
Fri Dec 29 13:21:01 +0000 2023;1740724604099063867;"@Doislyfe Zionist basically artinya orang yang mendukung ideologi buat agama Yahudi agar punya tanah sendiri (zion: sinonimnya jerusalem)  Kalau masih pake produk yang diboikot jatuhnya lebih ke ignorant, karena masih ada kemungkinan dia nggak ikut boikot tapi juga tidak mendukung Israel";0;1;0;0;in;1021755827781173250;1740717609132466356;nayounged;https://twitter.com/nayounged/status/1740724604099063867
Fri Dec 29 13:16:32 +0000 2023;1740723478247207106;"@Pemerintah_IDN @ilhampurnama887 Tradisi apaan dah? Toa bukan alat tradisional itu alat modern sebelum ada toa juga pakai pentungan kalau mau adzan emang menganggu aja tuh toa sialan kalau tradisi kita mah boikot produk Israel";0;0;0;1;in;1720385680038379520;1739495822243623348;Karachan489781;https://twitter.com/Karachan489781/status/1740723478247207106
Fri Dec 29 12:23:04 +0000 2023;1740710019098886580;"@tanyarlfes Udah bener boikot produk Israel.  https://t.co/2OGNODcipa";0;0;1;2;in;1374686160748830724;1740574499337290183;DS_yantie;https://twitter.com/DS_yantie/status/1740710019098886580
Fri Dec 29 12:20:00 +0000 2023;1740709248802439296;"@qwerymeal2 Pokoknya yang pasang pasang semangka . Pasang foto Palestine , sampai boikot boikot produk Israel tapi ada ujaran kebencian Rohingya, munafiknya udah sampe ke langit ke 7.";0;0;0;0;in;1277005754621288448;1740561665253593583;FikriFi08134980;https://twitter.com/FikriFi08134980/status/1740709248802439296
Fri Dec 29 12:17:13 +0000 2023;1740708550434046327;"@bolehsini22 @dipikirpikirrr @coldthem @rahung Entah mas/mbak, lu kan dukung palestina ya? Dukung boikot produk2 support israel ya?  Otak lu kan gak kepake ni ya kalo soal korban genosida etnis rohingya. Nah, paling nggak lu pake framework berpikir lu soal boikot produk israel, noh myanmar deket ama israel, mesra bet mrk";0;1;0;1;in;271068044;1740207161459048472;galih_husodo;https://twitter.com/galih_husodo/status/1740708550434046327
Fri Dec 29 12:08:07 +0000 2023;1740706259786178582;"@KPPU Termasuk judul dari redaktur media abal-abal, yakni Setelah Aqua,Le Minerale kena imbas seruan boikot produk Israel,induknya ada di TelAviv.  Setelah membaca judul berita itu, Sangat jelas dgn satu tujuan menyasar salah satu produk Le Minerale yg sengaja difitnah. @Le_MineraleID https://t.co/XTZ7jhfJDq";0;1;1;2;in;1283815459792416768;1740704526771036168;Spy_Zone85;https://twitter.com/Spy_Zone85/status/1740706259786178582
Fri Dec 29 12:01:14 +0000 2023;1740704526771036168;"Kelakuan Buzer Aqua Sebarkan Hoax Ke Le Minerale  Persaingan Bisnis Atau Ingin Menjatuhkan Merek Pesaing?  Isu boikot produk pro Israel masih jadi bahasan di tengah invasi Israel ke jalur Gaza. Boikot produk ini ikut menyeret dua produsen AMDK,Le Minerale dan Aqua. @Le_MineraleID https://t.co/lauMVGEKj9";0;1;2;6;in;1283815459792416768;1740704526771036168;Spy_Zone85;https://twitter.com/Spy_Zone85/status/1740704526771036168
Fri Dec 29 11:31:51 +0000 2023;1740697131948908992;"@Shiraku72357333 @Sebasti63935242 @bnsphrxyzzz Gak perlu diakui. Cukup bilang saya masih butuh produk Amrik dan Israel. Gitu aja udah cukup. Gak perlu banyak alasan, gak perlu sok-sokan boikot. Dan yang penting gak akan dicap munafik. ✌️🤌😂😂😂";0;1;0;0;in;1391679567203508227;1740162085794021828;PakThanos27;https://twitter.com/PakThanos27/status/1740697131948908992
Fri Dec 29 09:52:37 +0000 2023;1740672159612391795;"Argument : chinese tak boikot produk israel Reply : about rohingya Currently : being racist";10;10;820;1243;en;1222453778;1740672159612391795;fthauddin;https://twitter.com/fthauddin/status/1740672159612391795
Fri Dec 29 09:46:41 +0000 2023;1740670667497111656;"+bahkan pas aku masih kelas 2 SD sekolahku pernah bikin penggalangan dana untuk gaza, lagu we will not go down aja itu udh ada klo ga salah tahun 2009. Dulu juga udah banyak list produk israel untuk diboikot,  aku dan keluarga jg sejak dulu udah boikot beberapa produk si zionis++";0;2;0;0;in;1506638479123709955;1740670662300368959;icekreamoo;https://twitter.com/icekreamoo/status/1740670667497111656
Fri Dec 29 09:38:11 +0000 2023;1740668527621869971;"@tanyarlfes 😎. Mari jangan berhenti mortir boikot kita terhadap produk zionis Israel laknatulloh setiap belanja !!!!";0;0;0;0;in;1630976361652424704;1740567151113850972;AnwarOjat;https://twitter.com/AnwarOjat/status/1740668527621869971
Fri Dec 29 06:48:53 +0000 2023;1740625919642132852;"Emang enak? Bukan membandingkan sih sesama produk pro israel, kfc jauh lebih enak njir? Masa boikot yg kurang enak susah? Gw kfc promo aja ga beli masa mukidi yg mahal malah beli 😭";0;0;0;0;in;1391926019129442304;1740625919642132852;bornfor7bts;https://twitter.com/bornfor7bts/status/1740625919642132852
Fri Dec 29 06:27:22 +0000 2023;1740620504854380613;"@tanyakanrl Boikot produk "Israel" pdhl warganya sendiri kayak Israel https://t.co/LQj71uiF50";0;0;0;1;in;1714241549310283776;1740320512449052985;NGuy5145;https://twitter.com/NGuy5145/status/1740620504854380613
Fri Dec 29 05:23:18 +0000 2023;1740604381211595145;"@Yukiom266 Sayangnya di korsel belom sampe tahap boikot produk israel, disana cuma ada demo bela palestine. Lagian sebelum dy ambil projectnya juga ada persetujuan dari agency dulu baru ke dy. Orang2 kayak lo mah emg cuma mau ngethrow hate dia doang";0;0;0;0;in;1201373868507590657;1740379406814843036;peregrinecalla;https://twitter.com/peregrinecalla/status/1740604381211595145
Fri Dec 29 04:30:21 +0000 2023;1740591058571203066;"@e100ss mari tetap konsisten boikot produk afiliasi Israel semaksimal yang kita mampu";0;0;0;0;in;1049028572315176960;1740586267635827033;be_dj0;https://twitter.com/be_dj0/status/1740591058571203066
Fri Dec 29 04:18:29 +0000 2023;1740588070767141102;"Boikot produk ini ikut menyeret dua produsen AMDK, Le Minerale dan Aqua. Isu produk pro Israel masih jadi bahasan di tengah invasi Israel ke jalur Gaza. Podcaster Dery Kasisolusi atau Deryansha Azhary ikut menyoroti cara marketing di tengah isu boikot";0;0;0;1;in;1726117158445580288;1740588070767141102;Restiiastuti;https://twitter.com/Restiiastuti/status/1740588070767141102
Fri Dec 29 03:58:10 +0000 2023;1740582959198146986;"Pokoknya yang pasang pasang semangka boikot boikot produk Israel tapi ada ujaran kebencian Rohingya, munafiknya udah sampe ke langit ke 7.";0;0;1;3;in;84823797;1740582959198146986;noviliaecha;https://twitter.com/noviliaecha/status/1740582959198146986
Fri Dec 29 02:10:23 +0000 2023;1740555833929531422;"@Abdillahonim Boikot Produk Israel!! #FreePalestine #IsraelIsATerroristState #IsraelTerroristsOrganisation https://t.co/MAHIc1rkQa";0;0;1;3;in;224167637;1740206239383240909;Irfan5yah_Putra;https://twitter.com/Irfan5yah_Putra/status/1740555833929531422
Fri Dec 29 02:06:08 +0000 2023;1740554763597750629;"@tanyakanrl Aku mencoba untuk self boikot produk pro Israel nder tapi kalo memang orang lain pengin make produk tersebut ya seyogyanya kita nggak maksa mereka buat ikut boikot. Cukup diingatkan mungkin terkhilaf. Kecuali kamu yang bayarin baru boleh nentuin mau makan apa";0;0;0;0;in;58694433;1740375831476920427;Kirie_kun;https://twitter.com/Kirie_kun/status/1740554763597750629
Fri Dec 29 01:41:02 +0000 2023;1740548447705690402;"@HeiChizu @nabilahabdr Up to you to buy or not.. Saya dah lama x beli sbab 1)sweden mmg mghina Islam, 2)pendirian kerajaan mereka kpd Israel, 3)kerana mereka berbisnes dgn settler haram kat sana. Saya x ajak sesiapa utk boikot tp saya prefer sokong produk tempatan slagi boleh. So peace. https://t.co/CpMBdsoiEE";0;0;1;1;in;916524116;1740173204881383882;Deegee4646;https://twitter.com/Deegee4646/status/1740548447705690402
Fri Dec 29 01:36:50 +0000 2023;1740547392376865157;"@bagaz_pratama @westenthu Jika kamu mendukung Palestina dengan caramu itu bagus, tapi biarkan kami mendukung dengan cara kami sendiri, dengan yg kami bisa yaitu dg boikot produk yg terafiliasi dengan Israel walaupun sedikit dan tidak semua tapi itu yg bisa kami lakukan, daripada tidak melakukan apa-apa";0;0;0;0;in;927608491;1740026510176841817;TaufiqMuhammad0;https://twitter.com/TaufiqMuhammad0/status/1740547392376865157
Fri Dec 29 01:36:29 +0000 2023;1740547300936790242;"udah diginiin tp kalo masih ignorant dan ngeyel soal boikot produk yang dukung israel sih gws kata gweh mah. licking america's ass like crazy";0;0;0;0;in;1497743442872471552;1740547300936790242;buckysebz;https://twitter.com/buckysebz/status/1740547300936790242
Fri Dec 29 01:30:21 +0000 2023;1740545760821985636;"@tanyakanrl Mudah2an boikot produk yang terafiliasi dengan israel memberikan kesempatan bagi umkm dan pengusaha lokal untuk lebih maju dan berkembang lagi.";0;0;0;0;in;1734365598149423104;1740320512449052985;Senjakala599843;https://twitter.com/Senjakala599843/status/1740545760821985636
Fri Dec 29 00:10:11 +0000 2023;1740525585867391048;"@Tita83079013 Mengingatkan kembali untuk berkontribusi untuk boikot produk israel https://t.co/914diqwONx";0;0;0;0;in;1145578447;1740153545956176191;Ronin_Setia;https://twitter.com/Ronin_Setia/status/1740525585867391048
Thu Dec 28 23:59:00 +0000 2023;1740522771493662798;"gue gamau tau ya sok sokan gatau ttg boikot dan palestine, noh ponakan gue umur 5 thn dah tau palestine sama israhell, dah tau produk boikot boikotnya juga. kalo ke indomart suka bilang “ini produk israel loh jangan dibeli”. masa kalah sama anak umur 5 tahun.";0;0;0;0;in;1366759404876427266;1740522771493662798;daisymusone;https://twitter.com/daisymusone/status/1740522771493662798
Thu Dec 28 23:33:49 +0000 2023;1740516433908604990;"@OmJ_JeNggott 😎 mari dari NKRI kita tembakan rudal rudal boikot terhadap produk zionis Israel sewaktu makan minum dan belanja !!!";0;0;0;1;in;1630976361652424704;1740024007481839630;AnwarOjat;https://twitter.com/AnwarOjat/status/1740516433908604990
Thu Dec 28 22:13:40 +0000 2023;1740496261013446919;"Terbang ke luar negara ada Palestina yang masih belum selesai sama Israel sampe banyak boikot produk di mana mana ya, itu juga blm update lg tuh...";0;1;0;0;in;1484067361376256001;1740491002002153929;Ysof_666;https://twitter.com/Ysof_666/status/1740496261013446919
